29.003118,20.48503,34.784045,29.299104,2.713653,1.57816,16.025991,158.478605,156.423377,139.594643,156.942765,150.382407,103.302915,148.449379,108.019397,0.000000
29.005088,18.537304,35.437925,29.683315,2.534185,1.867818,21.815053,157.144002,151.768938,131.615354,156.274897,143.840754,87.439366,148.67631,93.39822,0.000000
28.228463,20.691679,33.668941,28.781776,2.799032,1.423998,13.623192,159.144292,159.905638,145.09142,157.337718,154.463983,109.228709,150.203172,114.837315,0.000000
29.611726,18.187519,34.855577,29.802178,2.249929,1.866239,18.3584,157.921817,155.542825,140.943878,157.801656,151.162258,97.871196,150.754767,102.832089,0.000000
28.74662,19.98499,34.562717,29.086735,2.519079,1.590367,22.402277,159.515013,154.326664,136.166116,156.825694,147.450062,96.592279,150.032087,103.903054,0.000000
36.896873,19.138749,29.227423,28.763947,1.353685,2.00165,97.359075,152.521724,78.392578,45.923062,158.471476,65.334387,51.206883,146.517197,58.827883,0.000000
36.270546,19.543429,28.908479,29.507058,1.145968,1.628639,90.484508,150.542625,83.217,47.400557,157.666099,69.701227,53.990432,145.565146,62.630948,0.000000
36.956065,19.614379,30.225898,29.034392,0.969514,2.171031,103.993088,152.498728,69.459834,43.806605,157.297702,64.303407,51.786708,143.406979,58.452566,0.000000
36.119003,19.341949,27.927477,28.513489,1.456414,1.810345,81.101834,151.31078,94.396233,51.072917,158.285171,71.372045,54.906886,147.367283,63.538694,0.000000
36.237645,18.794089,29.853229,28.976739,1.524228,2.053221,93.118784,152.95939,79.500366,48.261822,157.349753,67.653669,53.637032,144.669684,60.516925,0.000000
35.21192,19.225926,36.562378,30.459688,3.775648,3.041748,95.765556,151.08575,90.882245,52.057959,160.372656,76.359625,57.048551,149.631192,68.044232,0.000000
34.607475,18.575755,35.847782,30.832361,3.694329,2.833803,89.14846,150.436815,97.772408,55.85791,160.168555,80.516959,60.501023,149.682763,72.148379,0.000000
35.633705,18.394164,36.440221,31.486024,3.341818,3.161439,85.834285,149.683674,96.062394,53.531667,158.640176,78.532754,58.879813,148.116396,70.292299,0.000000
34.867367,21.091695,33.87774,29.998918,3.73308,2.919456,88.846626,151.947595,101.241638,57.958476,160.809397,82.426169,61.412806,150.69177,74.471098,0.000000
35.455459,18.407401,36.790963,30.82504,3.24719,3.057339,103.401945,150.93883,83.599678,49.906793,160.273807,74.05147,54.646412,150.211312,66.155103,0.000000
35.309426,23.479247,34.05067,32.786762,2.316459,2.655337,38.17576,153.279812,135.677895,55.175954,161.104399,70.779635,52.569873,152.714032,58.151955,0.000000
35.308717,23.712694,34.363349,33.277081,2.484168,2.174186,30.826292,152.627556,141.768466,61.460901,160.655932,77.804455,56.220605,152.191227,61.765447,0.000000
35.932836,23.448053,36.053419,32.691046,2.429766,2.480805,39.961303,153.012942,135.38156,59.570698,161.093918,75.726574,56.059737,152.719139,62.262742,0.000000
35.157126,23.302876,35.652251,32.225654,2.860946,2.680969,35.704329,154.158648,144.103166,62.950372,161.889368,78.675023,55.69797,153.925985,61.664102,0.000000
35.021557,23.825485,36.068327,33.022567,2.721133,2.507733,29.126811,153.779516,145.493979,64.653996,160.46276,79.47089,57.343174,153.076501,62.612855,0.000000
34.374777,23.510135,32.217488,32.998868,2.540446,2.355205,29.319942,153.647508,143.58058,59.834553,160.937314,74.206029,53.929849,153.197692,58.626233,0.000000
38.388739,17.599243,33.129458,32.420903,3.208806,2.036291,81.940521,147.521671,97.262939,55.963508,159.409263,83.357197,62.857046,147.538295,74.537358,0.000000
38.583204,17.975464,31.813117,32.815517,3.095673,1.959023,85.244077,148.744422,95.43733,55.570083,159.867534,81.283999,61.778897,148.259459,72.94428,0.000000
37.894389,18.827471,32.840842,32.519844,3.145816,2.06441,82.054811,148.885803,99.244521,57.54294,160.666855,83.489098,64.766923,148.662806,76.221469,0.000000
38.382428,18.350778,34.76046,32.782678,3.092657,1.984555,79.302743,147.445961,100.693452,58.820983,159.918096,86.176531,64.402915,147.992551,76.090479,0.000000
38.996366,18.394263,36.379636,33.868549,3.494975,1.938523,81.117387,146.364431,97.171733,52.855017,157.572523,79.520261,58.385831,146.443372,70.469009,0.000000
38.948615,19.799208,34.814215,33.400313,3.482461,2.058308,83.773505,145.862339,94.010675,50.23607,158.227836,77.501356,55.449152,147.129695,68.423873,0.000000
38.401288,20.229387,34.196279,33.160349,3.542044,1.965839,82.035529,145.812043,97.36117,53.136715,158.642712,81.169365,59.649849,147.080414,72.752492,0.000000
38.998484,18.94945,36.225127,33.473091,3.575465,2.177321,84.707171,146.138557,95.987586,52.398054,158.674325,80.151269,58.248372,147.452486,71.561851,0.000000
18.377953,6.260948,10.695095,30.214014,8.752799,4.990448,54.372383,130.243324,137.206996,83.383849,136.304786,121.47711,74.818017,139.166599,109.189392,1.000000
18.506467,6.676762,10.323207,30.693055,8.733295,5.111204,54.392588,130.280095,137.730438,83.222568,136.611842,121.611586,74.742485,139.757123,109.130151,1.000000
18.98302,7.514825,10.162058,29.555747,8.985254,5.63251,56.857126,128.644712,134.314366,79.680605,134.268551,118.648276,71.075885,136.993128,107.543734,1.000000
18.388877,6.273865,10.675144,29.666162,9.91748,4.609457,58.536638,130.905169,137.690732,81.601263,136.555778,121.355853,73.574937,139.594006,110.624826,1.000000
18.294615,13.107354,10.736027,32.444493,6.350189,7.482189,23.885182,102.865938,130.321319,90.055071,108.255055,123.508213,82.144082,105.866903,103.52035,1.000000
17.545473,12.467833,10.882186,32.536396,6.16332,8.11302,23.294262,100.786941,132.440823,89.983027,107.017131,124.952469,80.74974,108.185364,106.106912,1.000000
18.418847,12.990769,10.886616,32.361442,6.4087,7.919844,24.122417,99.473931,125.459326,85.325761,105.25996,119.689479,77.669322,105.786503,101.381988,1.000000
17.806738,12.76773,10.487765,32.978218,7.28196,7.726503,24.808948,99.165656,126.399042,85.29534,105.501593,120.588375,77.686638,108.781779,105.102625,1.000000
19.649009,11.230692,14.418573,24.475532,7.582732,3.411169,62.864396,148.258206,134.249444,83.314554,151.892708,112.993155,82.926728,150.983926,103.075878,1.000000
20.016296,12.171115,14.379422,24.804228,7.789713,4.082682,63.921326,147.501797,135.983091,85.275062,151.955784,116.907703,85.191447,149.971954,107.480492,1.000000
20.035464,12.14859,14.700884,24.993897,7.319468,3.675433,61.532858,146.885281,135.181071,83.838735,151.057587,113.61843,82.639856,150.03602,102.635735,1.000000
20.355452,12.777732,14.390895,25.139086,7.913075,4.259671,61.149524,145.668242,136.923017,84.811188,151.29849,117.226245,85.001653,149.727169,107.252875,1.000000
20.480858,12.203115,14.427151,25.706534,6.681623,3.77376,61.450825,147.201448,135.961911,84.560944,151.099161,113.71795,81.95216,149.27591,102.872991,1.000000
